id,price
0,1253.24
1,6212.573333333334
2,1636.44
3,3393.3733333333334
4,1759.72
5,8660.773333333333
6,806.2533333333333
7,977.32
8,725.9066666666666
9,11429.446666666667
10,503.04
11,931.5066666666667
12,1150.24
13,1620.6733333333334
14,1504.0666666666666
15,2564.3733333333334
16,1269.1866666666667
17,1063.96
18,2603.8133333333335
19,1527.28
20,4768.76
21,5978.44
22,3284.0666666666666
23,13660.28
24,730.64
25,4767.093333333333
26,1285.8666666666666
27,8181.8133333333335
28,522.96
29,834.2133333333334
30,5169.72
31,723.04
32,630.7066666666667
33,942.2933333333333
34,1742.1066666666666
35,13821.773333333333
36,916.7066666666667
37,520.5733333333334
38,1029.24
39,1768.12
40,3385.62
41,5673.36
42,5154.913333333333
43,1717.12
44,6498.066666666667
45,5584.973333333333
46,5215.026666666667
47,2328.72
48,2219.346666666667
49,3185.74
50,676.6533333333333
51,4438.8533333333335
52,927.5866666666667
53,9819.08
54,896.3666666666667
55,7170.626666666667
56,540.08
57,710.88
58,876.8133333333334
59,1981.9666666666667
60,835.8
61,1017.8266666666667
62,490.4533333333333
63,4433.733333333334
64,3038.16
65,973.1066666666667
66,581.3866666666667
67,842.5333333333333
68,872.7266666666667
69,592.6866666666666
70,1925.32
71,8801.56
72,753.5333333333333
73,1379.44
74,3294.1866666666665
75,1663.0066666666667
76,983.6933333333334
77,8341.173333333334
78,2672.9466666666667
79,1648.1466666666668
80,942.84
81,3143.92
82,7594.973333333333
83,702.5866666666667
84,919.3733333333333
85,1063.8266666666666
86,1923.3733333333332
87,1225.0733333333333
88,2588.806666666667
89,5352.653333333334
90,1339.6666666666667
91,1707.44
92,814.1866666666666
93,4686.933333333333
94,1222.9866666666667
95,466.81333333333333
96,824.9666666666667
97,9890.293333333333
98,709.7866666666666
99,4693.706666666667
100,5533.826666666667
101,8495.08
102,4321.253333333333
103,13169.96
104,12364.94
105,503.0133333333333
106,555.0333333333333
107,724.88
108,4370.08
109,2073.28
110,3438.52
111,4685.973333333333
112,3470.7733333333335
113,750.2133333333334
114,7330.506666666667
115,1748.52
116,1414.2533333333333
117,970.8933333333333
118,1241.5466666666666
119,2094.733333333333
120,1741.34
121,1390.5866666666666
122,12243.486666666666
123,10096.893333333333
124,8280.213333333333
125,907.6666666666666
126,700.4466666666667
127,999.3933333333333
128,2922.9466666666667
129,807.52
130,3916.6466666666665
131,2196.8133333333335
132,9475.226666666667
133,890.2133333333334
134,2304.8333333333335
135,924.5733333333334
136,7211.373333333333
137,12191.133333333333
138,1215.2266666666667
139,4149.466666666666
140,2312.9066666666668
141,3379.0
142,1687.8866666666668
143,8759.693333333333
144,3384.5333333333333
145,1184.2666666666667
146,898.28
147,1953.32
148,1640.5733333333333
149,1926.0933333333332
150,4229.593333333333
151,4194.986666666667
152,2461.673333333333
153,1312.54
154,1165.0933333333332
155,696.0133333333333
156,1705.7733333333333
157,1703.32
158,1094.48
159,2183.693333333333
160,1871.74
161,2005.52
162,1569.0933333333332
163,902.4
164,673.4933333333333
165,3855.2933333333335
166,732.4933333333333
167,1211.12
168,14934.506666666666
169,2281.8933333333334
170,2868.733333333333
171,1349.0133333333333
172,678.7866666666666
173,1644.4
174,7033.96
175,3657.04
176,3329.826666666667
177,4593.293333333333
178,4180.533333333334
179,1371.32
180,11759.4
181,762.2133333333334
182,9368.293333333333
183,1549.64
184,996.6933333333334
185,6598.013333333333
186,893.9733333333334
187,2159.7733333333335
188,1951.3533333333332
189,779.4333333333333
190,3155.3733333333334
191,658.5066666666667
192,2412.5333333333333
193,9015.453333333333
194,1874.8133333333333
195,1106.44
196,11529.1
197,763.4533333333334
198,781.6133333333333
199,825.5066666666667
200,3772.16
201,2167.0866666666666
202,972.96
203,895.1866666666666
204,4581.893333333333
205,2237.6266666666666
206,11569.72
207,12331.593333333334
208,3542.72
209,796.7333333333333
210,4766.466666666666
211,1823.4266666666667
212,3279.56
213,2513.56
214,867.94
215,5227.013333333333
216,1387.8266666666666
217,764.4666666666667
218,3745.8533333333335
219,761.7466666666667
220,1832.44
221,1685.22
222,1230.72
223,11203.346666666666
224,1675.94
225,1333.4933333333333
226,2409.5733333333333
227,4339.973333333333
228,746.68
229,4957.026666666667
230,7476.213333333333
231,2576.14
232,971.9066666666666
233,649.6066666666667
234,1405.3066666666666
235,1707.1333333333334
236,1692.7866666666666
237,819.1266666666667
238,708.68
239,7648.48
240,1304.8666666666666
241,3093.46
242,8173.12
243,8077.04
244,894.5933333333334
245,2233.9066666666668
246,12984.586666666666
247,3948.56
248,484.38666666666666
249,1068.2933333333333
250,1922.4133333333334
251,861.4
252,949.48
253,2685.72
254,12860.453333333333
255,8531.053333333333
256,12169.753333333334
257,851.2933333333333
258,5219.346666666666
259,505.56
260,749.7466666666667
261,7749.093333333333
262,8936.386666666667
263,2089.32
264,792.2266666666667
265,1983.7333333333333
266,876.4666666666667
267,557.0933333333334
268,990.4133333333333
269,3105.4
270,1571.8266666666666
271,2079.0
272,3240.3866666666668
273,3753.5466666666666
274,1050.9466666666667
275,521.92
