id,price
0,1225.2
1,6652.1
2,1611.9
3,3782.9
4,1685.9
5,8315.4
6,767.8
7,927.5
8,753.3
9,13069.8
10,422.7
11,892.8
12,1133.6833333333334
13,1764.1599999999999
14,1590.2
15,3177.0666666666666
16,1259.7
17,1023.5
18,3015.2
19,1729.4
20,5288.1
21,6036.575
22,2990.1
23,14057.1
24,681.6
25,5189.9
26,1316.2
27,10517.1
28,470.1
29,764.2
30,7129.4
31,701.8
32,601.3
33,862.8
34,1850.6
35,13067.8
36,1010.0
37,494.55
38,1001.4
39,1798.7
40,3565.2
41,5894.4
42,6128.2
43,2532.3
44,8045.0
45,5804.5
46,5906.4
47,2509.3
48,2740.7
49,4490.2
50,667.0
51,5075.5
52,849.635
53,10965.704166666666
54,807.9416666666667
55,7706.2
56,506.2
57,698.0
58,723.2333333333333
59,2314.6
60,810.7
61,956.4
62,402.4
63,4877.6
64,3333.6
65,796.4666666666666
66,494.86
67,748.6
68,681.5
69,597.2
70,1884.9
71,11026.5
72,790.6
73,1491.4
74,3749.9
75,1731.7
76,904.0333333333332
77,9932.8
78,2623.2
79,2456.8
80,922.1
81,2878.2
82,9509.5
83,585.6666666666666
84,790.9
85,1046.4
86,2219.1
87,1288.8
88,2776.9
89,6661.3
90,1297.1
91,1671.9
92,810.0
93,5477.0
94,1171.5
95,395.2
96,665.9
97,10562.0
98,618.0
99,5885.7
100,6277.3
101,9593.9
102,4512.033333333333
103,13580.3
104,13680.86
105,544.3
106,495.0
107,498.03999999999996
108,5468.8
109,2042.4
110,4049.2
111,5939.6
112,3761.5
113,684.8
114,8206.0
115,1696.2
116,1525.1
117,964.1
118,1291.1
119,2427.8
120,1866.7666666666669
121,2131.0333333333333
122,13235.3
123,10572.7
124,8021.6
125,885.3
126,652.425
127,865.8
128,3196.6
129,652.1
130,3901.0
131,2747.9
132,10234.4
133,837.9300000000001
134,2304.1
135,739.8
136,7854.0
137,13726.0
138,1230.9
139,4162.9
140,2289.1
141,4387.9
142,1755.15
143,11034.0
144,3639.9
145,1451.3
146,895.9
147,2203.2
148,2133.8
149,1901.9466666666667
150,7113.2
151,4416.3
152,2578.1
153,1365.5
154,1169.4
155,788.6
156,2052.65
157,1713.5
158,1011.9
159,2444.6
160,1809.9833333333336
161,2394.6
162,1741.0
163,836.5
164,754.7
165,4620.9
166,662.8
167,1172.2
168,15133.5
169,2478.2
170,3442.9571428571426
171,1443.0
172,609.4
173,2284.1
174,8164.8
175,4714.4
176,4575.4
177,5102.1
178,5057.2
179,1243.5
180,13565.4
181,662.35
182,11178.3
183,1620.8
184,1066.9
185,7735.1
186,903.4
187,2745.6
188,2106.1
189,702.1
190,4154.6
191,570.5
192,2113.0
193,10061.1
194,2280.9
195,1207.6
196,13101.8
197,744.2
198,655.35
199,791.7
200,4351.6
201,2499.3
202,874.8666666666668
203,862.7
204,5033.2
205,2262.9
206,12148.6
207,13415.333333333332
208,3996.8
209,665.2
210,5285.9
211,2282.7
212,3431.3
213,3021.4
214,1023.1
215,5968.0
216,1969.6
217,703.4
218,4580.9
219,747.6
220,1781.1
221,1746.7
222,1180.9
223,15606.8
224,2180.1
225,1392.5666666666666
226,2844.225
227,4241.7
228,724.6
229,5545.1
230,8121.4
231,3181.5
232,808.4
233,603.125
234,1391.8
235,1747.2
236,2373.4
237,790.5
238,801.7
239,8084.9
240,1197.3666666666668
241,3969.3
242,8484.793333333333
243,9376.7
244,860.4
245,2261.5
246,13240.4
247,4080.2
248,408.6
249,914.5
250,2589.5
251,751.6
252,986.9
253,2636.0
254,14232.5
255,8862.7
256,12974.9
257,803.4
258,6297.04
259,445.5
260,670.4
261,8556.6
262,10720.4
263,2119.5
264,801.0
265,2120.5
266,734.6333333333333
267,522.6
268,955.3666666666666
269,3366.0
270,1671.3
271,2228.3
272,3890.8
273,3776.5
274,1009.45
275,451.2
276,1058.5
277,812.3
278,3862.1
279,4547.5
280,972.35
281,584.2
282,2318.4
283,1036.8
284,625.9
285,12462.8
286,558.0
287,10022.05
288,14088.1
289,726.85
290,780.8
291,1015.9
292,1076.4
293,2549.6
294,5112.8
295,965.0
296,7679.2
297,4232.1
298,2992.3
299,1740.8
300,966.4
301,609.0
302,512.0
303,2881.1
304,4445.175
305,14518.1
306,4305.3
307,4835.6
308,931.95
309,5508.4
310,1350.3
311,567.6
312,3339.1
313,2582.0
314,3903.3
315,1750.4
316,6697.3
317,13205.8
318,13755.6
319,990.1
320,12053.8
321,6099.0
322,9783.3
323,769.7
324,544.0
325,14435.4
326,925.7
327,1063.3
328,2343.3
329,936.2166666666668
330,2146.5
331,1461.9
332,811.5
333,713.8
334,2533.6
335,919.0
336,725.88
337,844.0
338,2477.0
339,3587.0
340,5850.5
341,12350.1
342,782.35
343,2190.0
344,1646.1
345,3894.9
346,2347.6
347,1083.8
348,10338.9
349,10609.8
350,6432.4
351,2561.5
352,1194.2166666666667
353,2420.5
354,959.7
355,2492.125
356,914.3933333333334
357,3320.0
358,3573.9
359,3081.95
360,732.9
361,809.9
362,1872.3
363,869.4
364,692.55
365,4334.96
366,501.4
367,1102.5
368,1906.3
369,2652.0
370,882.9333333333334
371,2508.7714285714287
372,577.8
373,1100.5
374,647.025
375,4794.3
376,695.2
377,689.8
378,5259.9
379,3251.0
380,791.4
381,1870.6
382,13773.3
383,483.8
384,1050.4
385,767.5
386,6461.8
387,782.1
388,6050.9
389,6701.8
390,928.57
391,14503.5
392,9366.95
393,3978.3
394,2100.3
395,1817.1
396,4900.4
397,2225.4
398,2485.4
399,1860.6
400,1759.025
401,1701.4
402,2538.9
403,1058.1333333333334
404,929.2
405,1995.2
406,568.2
407,808.8
408,595.2
409,6635.2
410,6701.8
411,1140.9
412,1015.0
413,1631.5
414,14642.2
415,4152.1
416,978.125
417,1338.8
418,803.35
419,4693.9
420,682.6
421,473.7
422,5843.42
423,7563.5
424,2294.9
425,3831.0
426,3833.3
427,2111.75
428,1881.3
429,602.6416666666667
430,844.4799999999999
431,921.5
432,4066.3
433,988.5
434,5880.9
435,2419.2
436,708.4
437,2297.5
438,5084.1
439,917.55
440,5515.8
441,4152.2
442,591.4
443,1951.2
444,1230.9
445,2086.3
446,1320.1
447,15058.3
448,1324.6
449,914.5333333333334
450,1369.95
451,10693.2
452,865.0
453,447.1
454,7599.8
455,4548.266666666667
456,813.7311904761905
457,4148.7
458,4403.26
459,1162.5
460,2530.3
461,1730.3
462,722.3
463,5270.116666666667
464,6948.7
465,3686.7
466,4925.3
467,2997.4
468,471.5
469,536.9
470,5157.6
471,10992.1
472,9129.3
473,13207.56666666667
474,1833.65
